run_id,timestamp_utc,status,language,srs,model,stack,cert_n,pass@1,case_pass_rate,n_tested_frs,n_proved_features,missing_reason,json_path
20260629-215113-shoten-srs,2026-06-29T21:51:13.243236+00:00,complete,javascript,Shoten_SRS,openai_gpt-5_1,express,1,0.3793103448275862,0.7431192660550459,29,9,,outputs/matrix/javascript/Shoten_SRS/openai_gpt-5_1/runs/20260629-215113-shoten-srs.json
20260630-041216-trading-software,2026-06-30T04:12:16.130885+00:00,complete,javascript,TRADING SOFTWARE,anthropic_claude-haiku-4_5,express,1,0.3333333333333333,0.5172413793103449,6,6,,outputs/matrix/javascript/TRADING SOFTWARE/anthropic_claude-haiku-4_5/runs/20260630-041216-trading-software.json
20260630-105944-trading-software,2026-06-30T10:59:44.398298+00:00,complete,javascript,TRADING SOFTWARE,deepseek_deepseek-v3_2-20251201,express,1,0.0,0.2727272727272727,2,10,,outputs/matrix/javascript/TRADING SOFTWARE/deepseek_deepseek-v3_2-20251201/runs/20260630-105944-trading-software.json
20260630-055726-trading-software,2026-06-30T05:57:26.813543+00:00,complete,javascript,TRADING SOFTWARE,google_gemini-3-flash-preview,express,1,1.0,1.0,3,9,,outputs/matrix/javascript/TRADING SOFTWARE/google_gemini-3-flash-preview/runs/20260630-055726-trading-software.json
20260630-034728-trading-software,2026-06-30T03:47:28.014602+00:00,complete,javascript,TRADING SOFTWARE,openai_gpt-5_1,express,1,0.0,0.0,0,1,,outputs/matrix/javascript/TRADING SOFTWARE/openai_gpt-5_1/runs/20260630-034728-trading-software.json
20260627-104854-dineout-srs,2026-06-27T10:48:54.681078+00:00,failed,javascript,dineout_srs,anthropic_claude-sonnet-4-6,express,,,,,,certification_missing_or_not_reached,outputs/matrix/javascript/dineout_srs/anthropic_claude-sonnet-4-6/runs/20260627-104854-dineout-srs.json
20260627-180307-dineout-srs,2026-06-27T18:03:07.336794+00:00,complete,javascript,dineout_srs,anthropic_claude-sonnet-4-6,express,1,1.0,1.0,4,8,,outputs/matrix/javascript/dineout_srs/anthropic_claude-sonnet-4-6/runs/20260627-180307-dineout-srs.json
20260627-104854-dineout-srs,2026-06-27T10:48:54.699000+00:00,failed,javascript,dineout_srs,deepseek_deepseek-v3_2,express,,,,,,certification_missing_or_not_reached,outputs/matrix/javascript/dineout_srs/deepseek_deepseek-v3_2/runs/20260627-104854-dineout-srs.json
20260627-180511-dineout-srs,2026-06-27T18:05:11.861318+00:00,complete,javascript,dineout_srs,deepseek_deepseek-v3_2,express,1,0.6666666666666666,0.9230769230769231,3,5,,outputs/matrix/javascript/dineout_srs/deepseek_deepseek-v3_2/runs/20260627-180511-dineout-srs.json
20260627-104854-dineout-srs,2026-06-27T10:48:54.694571+00:00,failed,javascript,dineout_srs,google_gemini-3_1-pro-preview,express,,,,,,certification_missing_or_not_reached,outputs/matrix/javascript/dineout_srs/google_gemini-3_1-pro-preview/runs/20260627-104854-dineout-srs.json
20260627-175203-dineout-srs,2026-06-27T17:52:03.605676+00:00,failed,javascript,dineout_srs,google_gemini-3_1-pro-preview,express,,,,,,certification_missing_or_not_reached,outputs/matrix/javascript/dineout_srs/google_gemini-3_1-pro-preview/runs/20260627-175203-dineout-srs.json
20260627-210646-dineout-srs,2026-06-27T21:06:46.900872+00:00,complete,javascript,dineout_srs,google_gemini-3_1-pro-preview,express,1,0.0,0.0,0,10,,outputs/matrix/javascript/dineout_srs/google_gemini-3_1-pro-preview/runs/20260627-210646-dineout-srs.json
20260627-173748-dineout-srs,2026-06-27T17:37:48.487824+00:00,complete,javascript,dineout_srs,openai_gpt-5_1,express,1,0.5,0.8392857142857143,14,4,,outputs/matrix/javascript/dineout_srs/openai_gpt-5_1/runs/20260627-173748-dineout-srs.json
20260630-053821-foodsaver,2026-06-30T05:38:21.204918+00:00,complete,javascript,foodsaver,anthropic_claude-haiku-4_5,express,1,0.3333333333333333,0.7701149425287356,18,19,,outputs/matrix/javascript/foodsaver/anthropic_claude-haiku-4_5/runs/20260630-053821-foodsaver.json
20260629-033316-foodsaver,2026-06-29T03:33:16.501793+00:00,failed,javascript,foodsaver,deepseek_deepseek-v3_2,express,,,,,,certification_missing_or_not_reached,outputs/matrix/javascript/foodsaver/deepseek_deepseek-v3_2/runs/20260629-033316-foodsaver.json
20260629-111717-foodsaver,2026-06-29T11:17:17.845122+00:00,complete,javascript,foodsaver,deepseek_deepseek-v3_2,express,1,0.5,0.7682926829268293,16,21,,outputs/matrix/javascript/foodsaver/deepseek_deepseek-v3_2/runs/20260629-111717-foodsaver.json
20260630-103125-foodsaver,2026-06-30T10:31:25.938986+00:00,complete,javascript,foodsaver,google_gemini-3-flash-preview,express,1,1.0,1.0,3,34,,outputs/matrix/javascript/foodsaver/google_gemini-3-flash-preview/runs/20260630-103125-foodsaver.json
20260630-103219-foodsaver,2026-06-30T10:32:19.555280+00:00,complete,javascript,foodsaver,google_gemini-3-flash-preview,express,1,1.0,1.0,3,34,,outputs/matrix/javascript/foodsaver/google_gemini-3-flash-preview/runs/20260630-103219-foodsaver.json
20260629-224436-foodsaver,2026-06-29T22:44:36.593669+00:00,complete,javascript,foodsaver,openai_gpt-5_1,express,1,0.45454545454545453,0.82,11,26,,outputs/matrix/javascript/foodsaver/openai_gpt-5_1/runs/20260629-224436-foodsaver.json
20260627-104856-kinmail-srs,2026-06-27T10:48:56.740336+00:00,failed,javascript,kinmail_srs,anthropic_claude-sonnet-4-6,express,,,,,,certification_missing_or_not_reached,outputs/matrix/javascript/kinmail_srs/anthropic_claude-sonnet-4-6/runs/20260627-104856-kinmail-srs.json
20260627-181801-kinmail-srs,2026-06-27T18:18:01.346120+00:00,complete,javascript,kinmail_srs,anthropic_claude-sonnet-4-6,express,1,0.5384615384615384,0.8125,13,0,,outputs/matrix/javascript/kinmail_srs/anthropic_claude-sonnet-4-6/runs/20260627-181801-kinmail-srs.json
20260627-104856-kinmail-srs,2026-06-27T10:48:56.609190+00:00,failed,javascript,kinmail_srs,deepseek_deepseek-v3_2,express,,,,,,certification_missing_or_not_reached,outputs/matrix/javascript/kinmail_srs/deepseek_deepseek-v3_2/runs/20260627-104856-kinmail-srs.json
20260627-181530-kinmail-srs,2026-06-27T18:15:30.710127+00:00,complete,javascript,kinmail_srs,deepseek_deepseek-v3_2,express,1,0.2,0.5294117647058824,5,0,,outputs/matrix/javascript/kinmail_srs/deepseek_deepseek-v3_2/runs/20260627-181530-kinmail-srs.json
20260628-225107-kinmail-srs,2026-06-28T22:51:07.326830+00:00,complete,javascript,kinmail_srs,deepseek_deepseek-v3_2,express,1,0.25,0.6666666666666666,4,8,,outputs/matrix/javascript/kinmail_srs/deepseek_deepseek-v3_2/runs/20260628-225107-kinmail-srs.json
20260627-104856-kinmail-srs,2026-06-27T10:48:56.614351+00:00,failed,javascript,kinmail_srs,google_gemini-3_1-pro-preview,express,,,,,,certification_missing_or_not_reached,outputs/matrix/javascript/kinmail_srs/google_gemini-3_1-pro-preview/runs/20260627-104856-kinmail-srs.json
20260627-181523-kinmail-srs,2026-06-27T18:15:23.539263+00:00,complete,javascript,kinmail_srs,google_gemini-3_1-pro-preview,express,1,0.0,0.0,0,2,,outputs/matrix/javascript/kinmail_srs/google_gemini-3_1-pro-preview/runs/20260627-181523-kinmail-srs.json
20260627-174252-kinmail-srs,2026-06-27T17:42:52.981264+00:00,complete,javascript,kinmail_srs,openai_gpt-5_1,express,1,0.15384615384615385,0.5957446808510638,13,0,,outputs/matrix/javascript/kinmail_srs/openai_gpt-5_1/runs/20260627-174252-kinmail-srs.json
20260628-191709-kinmail-srs,2026-06-28T19:17:09.202177+00:00,complete,javascript,kinmail_srs,openai_gpt-5_1,express,1,0.375,0.7222222222222222,8,5,,outputs/matrix/javascript/kinmail_srs/openai_gpt-5_1/runs/20260628-191709-kinmail-srs.json
20260626-114729-0000-cctns,2026-06-26T11:47:29.751065+00:00,complete,python,0000 - cctns,anthropic_claude-sonnet-4-6,fastapi,1,0.5,0.9090909090909091,2,5,,outputs/matrix/python/0000 - cctns/anthropic_claude-sonnet-4-6/runs/20260626-114729-0000-cctns.json
20260626-181642-0000-cctns,2026-06-26T18:16:42.085378+00:00,complete,python,0000 - cctns,deepseek_deepseek-v3_2,fastapi,1,1.0,1.0,3,4,,outputs/matrix/python/0000 - cctns/deepseek_deepseek-v3_2/runs/20260626-181642-0000-cctns.json
20260626-113422-0000-cctns,2026-06-26T11:34:22.286418+00:00,complete,python,0000 - cctns,google_gemini-3_1-pro-preview,fastapi,1,0.0,0.0,0,7,,outputs/matrix/python/0000 - cctns/google_gemini-3_1-pro-preview/runs/20260626-113422-0000-cctns.json
20260627-174608-0000-cctns,2026-06-27T17:46:08.080712+00:00,complete,python,0000 - cctns,openai_gpt-5_1,fastapi,1,0.0,0.0,2,6,,outputs/matrix/python/0000 - cctns/openai_gpt-5_1/runs/20260627-174608-0000-cctns.json
20260626-124217-0000-gamma-j,2026-06-26T12:42:17.758859+00:00,complete,python,0000 - gamma j,anthropic_claude-sonnet-4-6,fastapi,1,0.0,0.0,2,5,,outputs/matrix/python/0000 - gamma j/anthropic_claude-sonnet-4-6/runs/20260626-124217-0000-gamma-j.json
20260626-184741-0000-gamma-j,2026-06-26T18:47:41.689162+00:00,complete,python,0000 - gamma j,deepseek_deepseek-v3_2,fastapi,1,0.0,0.0,3,5,,outputs/matrix/python/0000 - gamma j/deepseek_deepseek-v3_2/runs/20260626-184741-0000-gamma-j.json
20260626-122707-0000-gamma-j,2026-06-26T12:27:07.510627+00:00,complete,python,0000 - gamma j,google_gemini-3_1-pro-preview,fastapi,1,0.0,0.0,0,5,,outputs/matrix/python/0000 - gamma j/google_gemini-3_1-pro-preview/runs/20260626-122707-0000-gamma-j.json
20260627-184346-0000-gamma-j,2026-06-27T18:43:46.766327+00:00,complete,python,0000 - gamma j,openai_gpt-5_1,fastapi,1,0.0,0.3684210526315789,4,2,,outputs/matrix/python/0000 - gamma j/openai_gpt-5_1/runs/20260627-184346-0000-gamma-j.json
20260626-125037-2009-video-search,2026-06-26T12:50:37.855591+00:00,complete,python,2009 - video search,anthropic_claude-sonnet-4-6,fastapi,1,0.0,0.0,0,1,,outputs/matrix/python/2009 - video search/anthropic_claude-sonnet-4-6/runs/20260626-125037-2009-video-search.json
20260626-185857-2009-video-search,2026-06-26T18:58:57.599698+00:00,complete,python,2009 - video search,deepseek_deepseek-v3_2,fastapi,1,0.42857142857142855,0.6363636363636364,7,0,,outputs/matrix/python/2009 - video search/deepseek_deepseek-v3_2/runs/20260626-185857-2009-video-search.json
20260626-125106-2009-video-search,2026-06-26T12:51:06.268278+00:00,complete,python,2009 - video search,google_gemini-3_1-pro-preview,fastapi,1,0.0,0.0,0,1,,outputs/matrix/python/2009 - video search/google_gemini-3_1-pro-preview/runs/20260626-125106-2009-video-search.json
20260627-185355-2009-video-search,2026-06-27T18:53:55.469443+00:00,complete,python,2009 - video search,openai_gpt-5_1,fastapi,1,0.0,0.0,7,0,,outputs/matrix/python/2009 - video search/openai_gpt-5_1/runs/20260627-185355-2009-video-search.json
20260630-044853-event-management,2026-06-30T04:48:53.449165+00:00,complete,python,Event Management,anthropic_claude-haiku-4_5,fastapi,1,0.0,0.0,7,12,,outputs/matrix/python/Event Management/anthropic_claude-haiku-4_5/runs/20260630-044853-event-management.json
20260630-113615-event-management,2026-06-30T11:36:15.993998+00:00,complete,python,Event Management,deepseek_deepseek-v3_2-20251201,fastapi,1,0.0,0.0,4,12,,outputs/matrix/python/Event Management/deepseek_deepseek-v3_2-20251201/runs/20260630-113615-event-management.json
20260630-060459-event-management,2026-06-30T06:04:59.866869+00:00,complete,python,Event Management,google_gemini-3-flash-preview,fastapi,1,0.0,0.0,2,12,,outputs/matrix/python/Event Management/google_gemini-3-flash-preview/runs/20260630-060459-event-management.json
20260630-042321-event-management,2026-06-30T04:23:21.616349+00:00,complete,python,Event Management,openai_gpt-5_1,fastapi,1,0.0,0.0,6,12,,outputs/matrix/python/Event Management/openai_gpt-5_1/runs/20260630-042321-event-management.json
20260629-110758-g16-srs,2026-06-29T11:07:58.173742+00:00,complete,python,G16-SRS,deepseek_deepseek-v3_2,fastapi,1,0.0,0.0,0,1,,outputs/matrix/python/G16-SRS/deepseek_deepseek-v3_2/runs/20260629-110758-g16-srs.json
20260629-204636-g16-srs,2026-06-29T20:46:36.074663+00:00,complete,python,G16-SRS,openai_gpt-5_1,fastapi,1,0.0,0.0,0,1,,outputs/matrix/python/G16-SRS/openai_gpt-5_1/runs/20260629-204636-g16-srs.json
20260626-125622-human,2026-06-26T12:56:22.192060+00:00,complete,python,Human,anthropic_claude-sonnet-4-6,fastapi,1,0.0,0.0,0,2,,outputs/matrix/python/Human/anthropic_claude-sonnet-4-6/runs/20260626-125622-human.json
20260626-190447-human,2026-06-26T19:04:47.369577+00:00,complete,python,Human,deepseek_deepseek-v3_2,fastapi,1,0.0,0.0,1,2,,outputs/matrix/python/Human/deepseek_deepseek-v3_2/runs/20260626-190447-human.json
20260626-125627-human,2026-06-26T12:56:27.511109+00:00,complete,python,Human,google_gemini-3_1-pro-preview,fastapi,1,0.0,0.0,0,2,,outputs/matrix/python/Human/google_gemini-3_1-pro-preview/runs/20260626-125627-human.json
20260627-185502-human,2026-06-27T18:55:02.988877+00:00,complete,python,Human,openai_gpt-5_1,fastapi,1,0.0,0.0,0,2,,outputs/matrix/python/Human/openai_gpt-5_1/runs/20260627-185502-human.json
20260629-113608-srs-software-requirement-specification,2026-06-29T11:36:08.033358+00:00,failed,python,SRS (Software Requirement Specification),deepseek_deepseek-v3_2,auto,,,,,,certification_missing_or_not_reached,outputs/matrix/python/SRS (Software Requirement Specification)/deepseek_deepseek-v3_2/runs/20260629-113608-srs-software-requirement-specification.json
20260629-114306-srs-software-requirement-specification,2026-06-29T11:43:06.408024+00:00,complete,python,SRS (Software Requirement Specification),deepseek_deepseek-v3_2,python,1,0.0,0.10526315789473684,6,1,,outputs/matrix/python/SRS (Software Requirement Specification)/deepseek_deepseek-v3_2/runs/20260629-114306-srs-software-requirement-specification.json
20260629-212004-srs-software-requirement-specification,2026-06-29T21:20:04.060226+00:00,complete,python,SRS (Software Requirement Specification),openai_gpt-5_1,python,1,0.5,0.6666666666666666,6,1,,outputs/matrix/python/SRS (Software Requirement Specification)/openai_gpt-5_1/runs/20260629-212004-srs-software-requirement-specification.json
20260630-102225-shoten-srs,2026-06-30T10:22:25.733643+00:00,complete,python,Shoten_SRS,anthropic_claude-haiku-4_5,fastapi,1,0.0,0.0,41,5,,outputs/matrix/python/Shoten_SRS/anthropic_claude-haiku-4_5/runs/20260630-102225-shoten-srs.json
20260629-235624-shoten-srs,2026-06-29T23:56:24.311325+00:00,complete,python,Shoten_SRS,deepseek_deepseek-v3_2,fastapi,1,0.48,0.6354166666666666,35,10,,outputs/matrix/python/Shoten_SRS/deepseek_deepseek-v3_2/runs/20260629-235624-shoten-srs.json
20260630-142213-shoten-srs,2026-06-30T14:22:13.899945+00:00,complete,python,Shoten_SRS,deepseek_deepseek-v3_2-20251201,fastapi,1,0.0,0.0,26,17,,outputs/matrix/python/Shoten_SRS/deepseek_deepseek-v3_2-20251201/runs/20260630-142213-shoten-srs.json
20260630-065840-shoten-srs,2026-06-30T06:58:40.592192+00:00,complete,python,Shoten_SRS,google_gemini-3-flash-preview,fastapi,1,0.0,0.0,22,17,,outputs/matrix/python/Shoten_SRS/google_gemini-3-flash-preview/runs/20260630-065840-shoten-srs.json
20260629-220932-shoten-srs,2026-06-29T22:09:32.485343+00:00,failed,python,Shoten_SRS,openai_gpt-5_1,auto,,,,,,certification_missing_or_not_reached,outputs/matrix/python/Shoten_SRS/openai_gpt-5_1/runs/20260629-220932-shoten-srs.json
20260629-233546-shoten-srs,2026-06-29T23:35:46.756180+00:00,complete,python,Shoten_SRS,openai_gpt-5_1,fastapi,1,0.08333333333333333,0.359375,28,13,,outputs/matrix/python/Shoten_SRS/openai_gpt-5_1/runs/20260629-233546-shoten-srs.json
20260630-050059-trading-software,2026-06-30T05:00:59.912589+00:00,complete,python,TRADING SOFTWARE,anthropic_claude-haiku-4_5,fastapi,1,0.0,0.0,7,11,,outputs/matrix/python/TRADING SOFTWARE/anthropic_claude-haiku-4_5/runs/20260630-050059-trading-software.json
20260630-105705-trading-software,2026-06-30T10:57:05.935080+00:00,complete,python,TRADING SOFTWARE,deepseek_deepseek-v3_2-20251201,fastapi,1,0.0,0.0,1,12,,outputs/matrix/python/TRADING SOFTWARE/deepseek_deepseek-v3_2-20251201/runs/20260630-105705-trading-software.json
20260630-110215-trading-software,2026-06-30T11:02:15.657857+00:00,complete,python,TRADING SOFTWARE,deepseek_deepseek-v3_2-20251201,fastapi,1,0.0,0.0,3,12,,outputs/matrix/python/TRADING SOFTWARE/deepseek_deepseek-v3_2-20251201/runs/20260630-110215-trading-software.json
20260630-055349-trading-software,2026-06-30T05:53:49.747585+00:00,complete,python,TRADING SOFTWARE,google_gemini-3-flash-preview,fastapi,1,0.0,0.0,2,12,,outputs/matrix/python/TRADING SOFTWARE/google_gemini-3-flash-preview/runs/20260630-055349-trading-software.json
20260630-034405-trading-software,2026-06-30T03:44:05.424186+00:00,complete,python,TRADING SOFTWARE,openai_gpt-5_1,fastapi,1,0.0,0.0,0,1,,outputs/matrix/python/TRADING SOFTWARE/openai_gpt-5_1/runs/20260630-034405-trading-software.json
20260626-133217-dineout-srs,2026-06-26T13:32:17.475941+00:00,complete,python,dineout_srs,anthropic_claude-sonnet-4-6,fastapi,1,0.25,0.5,4,8,,outputs/matrix/python/dineout_srs/anthropic_claude-sonnet-4-6/runs/20260626-133217-dineout-srs.json
20260627-055933-dineout-srs,2026-06-27T05:59:33.908950+00:00,complete,python,dineout_srs,deepseek_deepseek-v3_2,fastapi,1,0.0,0.0,6,7,,outputs/matrix/python/dineout_srs/deepseek_deepseek-v3_2/runs/20260627-055933-dineout-srs.json
20260626-133534-dineout-srs,2026-06-26T13:35:34.121924+00:00,complete,python,dineout_srs,google_gemini-3_1-pro-preview,fastapi,1,0.0,0.0,0,10,,outputs/matrix/python/dineout_srs/google_gemini-3_1-pro-preview/runs/20260626-133534-dineout-srs.json
20260627-193352-dineout-srs,2026-06-27T19:33:52.286049+00:00,failed,python,dineout_srs,openai_gpt-5_1,fastapi,,,,,,certification_missing_or_not_reached,outputs/matrix/python/dineout_srs/openai_gpt-5_1/runs/20260627-193352-dineout-srs.json
20260627-213727-dineout-srs,2026-06-27T21:37:27.126303+00:00,complete,python,dineout_srs,openai_gpt-5_1,fastapi,1,0.0,0.0,21,5,,outputs/matrix/python/dineout_srs/openai_gpt-5_1/runs/20260627-213727-dineout-srs.json
20260630-053033-foodsaver,2026-06-30T05:30:33.284165+00:00,failed,python,foodsaver,anthropic_claude-haiku-4_5,fastapi,,,,,,certification_missing_or_not_reached,outputs/matrix/python/foodsaver/anthropic_claude-haiku-4_5/runs/20260630-053033-foodsaver.json
20260630-053602-foodsaver,2026-06-30T05:36:02.844640+00:00,failed,python,foodsaver,anthropic_claude-haiku-4_5,fastapi,,,,,,certification_missing_or_not_reached,outputs/matrix/python/foodsaver/anthropic_claude-haiku-4_5/runs/20260630-053602-foodsaver.json
20260630-054132-foodsaver,2026-06-30T05:41:32.959084+00:00,failed,python,foodsaver,anthropic_claude-haiku-4_5,fastapi,,,,,,certification_missing_or_not_reached,outputs/matrix/python/foodsaver/anthropic_claude-haiku-4_5/runs/20260630-054132-foodsaver.json
20260630-062256-foodsaver,2026-06-30T06:22:56.730767+00:00,failed,python,foodsaver,anthropic_claude-haiku-4_5,fastapi,,,,,,certification_missing_or_not_reached,outputs/matrix/python/foodsaver/anthropic_claude-haiku-4_5/runs/20260630-062256-foodsaver.json
20260630-093734-foodsaver,2026-06-30T09:37:34.445039+00:00,complete,python,foodsaver,anthropic_claude-haiku-4_5,fastapi,,,,,,certification_missing_or_not_reached,outputs/matrix/python/foodsaver/anthropic_claude-haiku-4_5/runs/20260630-093734-foodsaver.json
20260629-033231-foodsaver,2026-06-29T03:32:31.939939+00:00,failed,python,foodsaver,deepseek_deepseek-v3_2,fastapi,,,,,,certification_missing_or_not_reached,outputs/matrix/python/foodsaver/deepseek_deepseek-v3_2/runs/20260629-033231-foodsaver.json
20260629-073733-foodsaver,2026-06-29T07:37:33.329958+00:00,complete,python,foodsaver,deepseek_deepseek-v3_2,fastapi,1,0.0,0.0,9,33,,outputs/matrix/python/foodsaver/deepseek_deepseek-v3_2/runs/20260629-073733-foodsaver.json
20260629-205547-foodsaver,2026-06-29T20:55:47.409804+00:00,complete,python,foodsaver,deepseek_deepseek-v3_2,fastapi,1,0.0,0.0,9,33,,outputs/matrix/python/foodsaver/deepseek_deepseek-v3_2/runs/20260629-205547-foodsaver.json
20260630-070307-foodsaver,2026-06-30T07:03:07.357725+00:00,complete,python,foodsaver,google_gemini-3-flash-preview,fastapi,1,0.0,0.0,4,37,,outputs/matrix/python/foodsaver/google_gemini-3-flash-preview/runs/20260630-070307-foodsaver.json
20260629-232615-foodsaver,2026-06-29T23:26:15.798680+00:00,complete,python,foodsaver,openai_gpt-5_1,fastapi,1,0.3333333333333333,0.5714285714285714,7,34,,outputs/matrix/python/foodsaver/openai_gpt-5_1/runs/20260629-232615-foodsaver.json
20260626-144724-kinmail-srs,2026-06-26T14:47:24.409673+00:00,complete,python,kinmail_srs,anthropic_claude-sonnet-4-6,fastapi,1,0.3076923076923077,0.6037735849056604,13,0,,outputs/matrix/python/kinmail_srs/anthropic_claude-sonnet-4-6/runs/20260626-144724-kinmail-srs.json
20260626-201728-kinmail-srs,2026-06-26T20:17:28.035999+00:00,complete,python,kinmail_srs,deepseek_deepseek-v3_2,fastapi,1,0.0,0.0,13,0,,outputs/matrix/python/kinmail_srs/deepseek_deepseek-v3_2/runs/20260626-201728-kinmail-srs.json
20260629-183900-kinmail-srs,2026-06-29T18:39:00.252069+00:00,complete,python,kinmail_srs,deepseek_deepseek-v3_2,fastapi,1,1.0,1.0,6,12,,outputs/matrix/python/kinmail_srs/deepseek_deepseek-v3_2/runs/20260629-183900-kinmail-srs.json
20260626-144628-kinmail-srs,2026-06-26T14:46:28.755292+00:00,complete,python,kinmail_srs,google_gemini-3_1-pro-preview,fastapi,1,0.5,0.631578947368421,8,1,,outputs/matrix/python/kinmail_srs/google_gemini-3_1-pro-preview/runs/20260626-144628-kinmail-srs.json
20260627-195225-kinmail-srs,2026-06-27T19:52:25.864335+00:00,complete,python,kinmail_srs,openai_gpt-5_1,fastapi,1,0.0,0.2727272727272727,13,0,,outputs/matrix/python/kinmail_srs/openai_gpt-5_1/runs/20260627-195225-kinmail-srs.json
